Vendor Stk Nbr,Item Desc 1,Unit Retail,Color Desc,Est. POS Store Count,POS Qty,WM Month
ADX6802207,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,769 ,"1,993 ",2018/03
ADX6802179,6-ON SLBK SET-F/B,$4.88 ,MULTI,772 ,"3,351 ",2018/02
ADX6802206,6-ON PEARL F/B FAN,$4.88 ,PEARL,776 ,"1,728 ",2018/03
ADX6802207,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,784 ,"3,661 ",2018/02
ADX6800129,BLACK NAVETTE,$2.88 ,BLACK,786 ,"2,062 ",2018/03
ADX6800163,GL BLACK FLOWER,$2.88 ,GLBK,793 ,"2,156 ",2018/03
ADX6809038,SL TRIO FIREBALLS,$4.88 ,CZ,800 ,"2,420 ",2018/03
ADX6800160,GL CRY CENTER STONE,$2.88 ,CRYST,803 ,"2,283 ",2018/03
ADX6800089,GOLD TXT DISK KITE,$2.88 ,GL,816 ,"3,330 ",2018/02
ADX6800381,F/B PRL RG FIREBALL,$2.88 ,PEARL,817 ,"2,084 ",2018/03
ADX6811004,STR SOC CASTED BRAC,$7.88 ,SLCC,819 ,"2,047 ",2018/03
ADX6802178,6-ON GOLD SET -F/B,$4.88 ,MULTI,823 ,"3,611 ",2018/02
ADX6407074,SILVR FIRBALL N/E,$4.88 ,CRYSTA,828 ,"3,487 ",2018/02
ADX6800160,GL CRY CENTER STONE,$2.88 ,CRYST,837 ,"4,412 ",2018/02
ADX6800164,GL BLK CENTER STONE,$2.88 ,BLACK,837 ,"3,920 ",2018/02
ADX6800129,BLACK NAVETTE,$2.88 ,BLACK,846 ,"3,910 ",2018/02
ADX6800441,BKHM 3 FIREBALL DROP,$2.88 ,BLACK,858 ,"2,206 ",2018/03
ADX6802175,6-ON MLT FAUX STONE,$4.88 ,MULTI,872 ,"4,149 ",2018/02
ADX6407008,PEARL 8MM NECK,$4.88 ,PEARL,874 ,"2,168 ",2018/03
ADX6802091,6-ON CREAM FLOWER,$4.88 ,SLCRPR,878 ,"2,062 ",2018/03
ADX6800175,SL LINEAR FEATHER,$2.88 ,SL,883 ,"2,354 ",2018/03
ADX6812032,SL YOU ARE SPECIAL,$4.88 ,SLCC,898 ,"2,465 ",2018/03
ADX6800176,GL VITRAL STUD,$2.88 ,GLGR,899 ,"2,394 ",2018/03
ADX6800381,F/B PRL RG FIREBALL,$2.88 ,PEARL,904 ,"4,011 ",2018/02
ADX6800311,F/B RG CRY FLWR/STAR,$2.88 ,CRYST,907 ,"2,332 ",2018/03
ADX6811004,STR SOC CASTED BRAC,$7.88 ,SLCC,912 ,"3,537 ",2018/02
ADX6802175,6-ON MLT FAUX STONE,$4.88 ,MULTI,917 ,"2,183 ",2018/03
ADX6800311,F/B RG CRY FLWR/STAR,$2.88 ,CRYST,951 ,"4,078 ",2018/02
ADX6807039,"SILVR SNAKE 18"" NECK",$2.88 ,SL,959 ,"6,420 ",2018/02
ADX6800163,GL BLACK FLOWER,$2.88 ,GLBK,969 ,"4,320 ",2018/02
ADX6802292,2PK SL/GL FIREBALL,$4.88 ,MULTI,986 ,"3,309 ",2018/03
ADX6800175,SL LINEAR FEATHER,$2.88 ,SL,987 ,"4,269 ",2018/02
ADX6800308,F/B BK CRY FRINGE,$2.88 ,BLACK,988 ,"2,180 ",2018/03
ADX6800308,F/B BK CRY FRINGE,$2.88 ,BLACK,"1,027 ","4,448 ",2018/02
ADX6800249,GOLD ARROW,$2.88 ,GOLD,"1,035 ","2,685 ",2018/03
ADX6800384,F/B GOLD FRINGE,$2.88 ,GLCC,"1,065 ","2,680 ",2018/03
ADX6407008,PEARL 8MM NECK,$4.88 ,PEARL,"1,087 ","5,167 ",2018/02
ADX6800176,GL VITRAL STUD,$2.88 ,GLGR,"1,087 ","4,854 ",2018/02
ADX6800384,F/B GOLD FRINGE,$2.88 ,GLCC,"1,091 ","4,550 ",2018/02
ADX6812031,SL CRY NO OTHER LIKE,$4.88 ,SLCC,"1,104 ","4,212 ",2018/02
ADX6800438,RG 3 FIREBALL DROP,$2.88 ,PEACH,"1,136 ","3,298 ",2018/03
ADX6802091,6-ON CREAM FLOWER,$4.88 ,SLCRPR,"1,139 ","4,556 ",2018/02
ADX6802188,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,140 ","2,786 ",2018/03
ADX6800115,GL OPAQ PEACH,$2.88 ,GLPE,"1,215 ","3,622 ",2018/03
ADX6802188,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,265 ","5,229 ",2018/02
ADX6812032,SL YOU ARE SPECIAL,$4.88 ,SLCC,"1,313 ","5,054 ",2018/02
ADX6800249,GOLD ARROW,$2.88 ,GOLD,"1,318 ","5,786 ",2018/02
ADX6800115,GL OPAQ PEACH,$2.88 ,GLPE,"1,357 ","6,175 ",2018/02
ADX6800313,DUO WHITE PEARL,$2.88 ,PEARL,"2,146 ","8,926 ",2018/03
ADX6800313,DUO WHITE PEARL,$2.88 ,PEARL,"2,284 ","18,469 ",2018/02
