Vendor Stk Nbr,Item Desc 1,Unit Retail,Color Desc,Est. POS Store Count,POS Qty,WM Month
ADX6812049,GL CRY FLOWER V,$9.88 ,GLCC,145 ,534 ,2017/10
ADX6812049,GL CRY FLOWER V,$9.88 ,GLCC,141 ,480 ,2017/11
ADX6812049,GL CRY FLOWER V,$9.88 ,GLCC,257 ,977 ,2017/12
ADX6812049,GL CRY FLOWER V,$9.88 ,GLCC,109 ,277 ,2018/01
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,80 ,270 ,2017/03
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,91 ,312 ,2017/04
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,136 ,385 ,2017/05
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,89 ,351 ,2017/06
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,63 ,210 ,2017/07
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,67 ,197 ,2017/08
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,97 ,365 ,2017/09
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,98 ,336 ,2017/10
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,122 ,347 ,2017/11
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,143 ,593 ,2017/12
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,43 ,164 ,2018/01
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,469 ,"2,048 ",2017/03
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,443 ,"1,597 ",2017/04
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,418 ,"1,700 ",2017/05
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,418 ,"2,459 ",2017/06
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,430 ,"1,725 ",2017/07
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,"1,034 ","4,216 ",2017/08
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,983 ,"5,466 ",2017/09
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,"1,308 ","5,215 ",2017/10
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,"1,256 ","4,138 ",2017/11
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,"1,151 ","5,773 ",2017/12
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,638 ,"2,394 ",2018/01
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,430 ,"1,887 ",2017/02
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,509 ,"2,790 ",2017/03
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,809 ,"3,311 ",2017/04
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,801 ,"3,313 ",2017/05
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,478 ,"2,379 ",2017/06
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,418 ,"1,719 ",2017/07
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,377 ,"1,710 ",2017/08
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,553 ,"2,624 ",2017/09
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,590 ,"2,622 ",2017/10
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,504 ,"1,824 ",2017/11
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,553 ,"2,785 ",2017/12
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,377 ,"1,439 ",2018/01
ADX6814006,PEARL CHOKER NE SET,$7.88 ,SLPRCC,221 ,618 ,2017/02
ADX6814006,PEARL CHOKER NE SET,$7.88 ,SLPRCC,244 ,"1,348 ",2017/03
ADX6814006,PEARL CHOKER NE SET,$7.88 ,SLPRCC,148 ,666 ,2017/04
ADX6814006,PEARL CHOKER NE SET,$7.88 ,SLPRCC,35 ,118 ,2017/05
ADX6814009,GREY PEARL 8MM NK,$4.88 ,SLPR,33 ,131 ,2017/02
ADX6802337,SL Y NECK/EAR SET,$4.88 ,SILVER,33 ,36 ,2018/02
ADX6807124,RG LAYER NECKLACE,$7.88 ,RSGOLD,34 ,40 ,2018/02
ADX6802335,GLSL LINEAR NE SET,$4.88 ,MULTI,35 ,37 ,2018/02
ADX6807123,GLD LAYER NECKLACE,$7.88 ,GOLD,35 ,42 ,2018/02
ADX6800453,GL CIRCLE WITH LINE,$2.88 ,GOLD,44 ,48 ,2018/02
ADX6812062,SL CRY SCALLOPED BIB,$9.88 ,CRYST,47 ,50 ,2018/02
ADX6800468,RG POST W/BAR DROP,$2.88 ,RSGOLD,48 ,51 ,2018/02
ADX6800445,SL CIRCLE WITH LINE,$2.88 ,SILVER,55 ,58 ,2018/02
ADX0080008,NATURAL OMBRE DROP,$4.00 ,NT,58 ,124 ,2018/02
ADX6800443,RG HAM TEARDROP HOOP,$2.88 ,RSGOLD,62 ,64 ,2018/02
ADX6800457,RG HOOP W/3BEADS,$2.88 ,RSGOLD,64 ,66 ,2018/02
ADX6802333,GL LINEAR BAR NE SET,$4.88 ,GOLD,66 ,78 ,2018/02
ADX0080023,GREY STRETCH/PULL,$5.00 ,GY,70 ,166 ,2018/02
ADX6800466,GL POST W/BAR DROP,$2.88 ,GOLD,73 ,80 ,2018/02
ADX0080033,BLUE BEAD CHOKER,$5.00 ,BL,78 ,183 ,2018/02
ADX0080008,NATURAL OMBRE DROP,$4.00 ,NT,81 ,152 ,2018/03
ADX6802336,GL CIRCLE PENDANT,$4.88 ,RSGOLD,81 ,97 ,2018/02
ADX0080026,TURQ STRETCH/PULL,$5.00 ,TQ,85 ,217 ,2018/02
ADX0080023,GREY STRETCH/PULL,$5.00 ,GY,86 ,163 ,2018/03
ADX0080033,BLUE BEAD CHOKER,$5.00 ,BL,88 ,173 ,2018/03
ADX0080038,TURQ STONE COIL,$5.00 ,TQ,94 ,220 ,2018/02
ADX0080053,WHITE 5 DROP SHORT,$5.00 ,WH,96 ,211 ,2018/02
ADX6800434,SL 3 FIREBALL DROP,$2.88 ,SILVER,97 ,114 ,2018/02
ADX6809036,5-ON RG GRADIANT,$4.88 ,CZ,98 ,113 ,2018/02
ADX0080011,BK BEAD W/GL BAR,$4.00 ,BK,99 ,205 ,2018/02
ADX6800437,MODERN PEARL STICK,$2.88 ,PEARL,102 ,124 ,2018/02
ADX6802337,SL Y NECK/EAR SET,$4.88 ,SILVER,102 ,223 ,2018/03
ADX0080019,BROWN W/FILIGREE,$4.00 ,BRGL,104 ,240 ,2018/02
ADX0080035,BROWN BEAD CHOKER,$5.00 ,BR,104 ,234 ,2018/02
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,105 ,298 ,2018/03
ADX6811001,GL/CRY BRACE EAR SET,$9.88 ,GLCC,110 ,355 ,2018/02
ADX0080026,TURQ STRETCH/PULL,$5.00 ,TQ,111 ,237 ,2018/03
ADX6800470,GL HAM TEARDROP HOOP,$2.88 ,GOLD,114 ,132 ,2018/02
ADX0080013,BLUE CENTER W/DROP,$4.00 ,BL,115 ,300 ,2018/02
ADX6811001,GL/CRY BRACE EAR SET,$9.88 ,GLCC,118 ,236 ,2018/03
ADX0080011,BK BEAD W/GL BAR,$4.00 ,BK,119 ,223 ,2018/03
ADX6800441,BKHM 3 FIREBALL DROP,$2.88 ,BLACK,119 ,139 ,2018/02
ADX0080029,BU LEATHER W/DRUZY,$5.00 ,BU,120 ,253 ,2018/02
ADX0080019,BROWN W/FILIGREE,$4.00 ,BRGL,122 ,260 ,2018/03
ADX6802213,6-ON SMALL HOOP,$4.88 ,GL,123 ,309 ,2018/03
ADX0080020,WHITE W/STICK DROP,$4.00 ,WH,124 ,263 ,2018/02
ADX0080039,TURQ CIR STONE COIL,$5.00 ,TQ,127 ,286 ,2018/02
ADX6802335,GLSL LINEAR NE SET,$4.88 ,MULTI,128 ,281 ,2018/03
ADX0080050,BLUSH SPIKE SHORT,$5.00 ,BU,130 ,263 ,2018/02
ADX6800463,GL BOHEMIAN HOOP,$2.88 ,GOLDOX,130 ,158 ,2018/02
ADX0080016,BLUSH W/BOTTOM BEAD,$4.00 ,BU,131 ,311 ,2018/02
ADX0080032,TURQ DRUZY CHOKER,$5.00 ,TQ,134 ,301 ,2018/02
ADX0080053,WHITE 5 DROP SHORT,$5.00 ,WH,134 ,285 ,2018/03
ADX0080035,BROWN BEAD CHOKER,$5.00 ,BR,136 ,288 ,2018/03
ADX0080049,BLUSH MIX SHORT,$5.00 ,BU,136 ,271 ,2018/02
ADX6812013,JET PEARL NE SET,$9.88 ,SLJT,136 ,438 ,2018/02
ADX0080039,TURQ CIR STONE COIL,$5.00 ,TQ,138 ,298 ,2018/03
ADX0080029,BU LEATHER W/DRUZY,$5.00 ,BU,139 ,273 ,2018/03
ADX6802334,GL 3 CIRCLE NE SET,$4.88 ,GOLD,139 ,315 ,2018/03
ADX0080020,WHITE W/STICK DROP,$4.00 ,WH,143 ,300 ,2018/03
ADX0080059,TURQ LONG PENDANT,$5.00 ,TQ,143 ,283 ,2018/02
ADX0080030,NATURAL STRETCH,$5.00 ,NT,145 ,335 ,2018/02
ADX0080038,TURQ STONE COIL,$5.00 ,TQ,145 ,277 ,2018/03
ADX6809038,SL TRIO FIREBALLS,$4.88 ,CZ,145 ,204 ,2018/02
ADX0080042,NATRL CIR STONE COIL,$5.00 ,NT,146 ,358 ,2018/02
ADX0080031,GREY DRUZY CHOKER,$5.00 ,GY,148 ,318 ,2018/02
ADX6812037,SL CRY 3LAYER SOCIAL,$9.88 ,SLCC,148 ,480 ,2018/02
ADX0080044,GREY STONE SHORT,$5.00 ,GY,149 ,309 ,2018/02
ADX6407087,SILVER PEARL NE SET,$9.88 ,CRYSTA,149 ,306 ,2018/03
ADX0080013,BLUE CENTER W/DROP,$4.00 ,BL,150 ,319 ,2018/03
ADX6812049,GL CRY FLOWER V,$9.88 ,GLCC,150 ,497 ,2018/02
ADX0080036,GREY STONE COIL,$5.00 ,GY,152 ,341 ,2018/02
ADX6812049,GL CRY FLOWER V,$9.88 ,GLCC,154 ,330 ,2018/03
ADX0080052,NATURAL W/GOLD SHORT,$5.00 ,NT,156 ,340 ,2018/02
ADX0080017,CIRCLE W/BLUSH DROP,$4.00 ,BU,157 ,358 ,2018/02
ADX0080062,BLUSH LONG LAYER,$5.00 ,BU,159 ,352 ,2018/02
ADX0080015,TQ W/SEMI CIR DROP,$4.00 ,TQ,160 ,333 ,2018/02
ADX0080030,NATURAL STRETCH,$5.00 ,NT,161 ,333 ,2018/03
ADX6802213,6-ON SMALL HOOP,$4.88 ,GL,162 ,607 ,2018/02
ADX0080056,GREY LONG LAYER,$5.00 ,GY,164 ,377 ,2018/02
ADX0080036,GREY STONE COIL,$5.00 ,GY,165 ,369 ,2018/03
ADX0080021,BK LEATHER W/DRUZY,$5.00 ,BKWH,166 ,384 ,2018/02
ADX0080022,GREY STRETCH STONE,$5.00 ,GY,166 ,401 ,2018/02
ADX6812013,JET PEARL NE SET,$9.88 ,SLJT,166 ,315 ,2018/03
ADX0080037,GREY CIR STONE COIL,$5.00 ,GY,168 ,431 ,2018/02
ADX0080050,BLUSH SPIKE SHORT,$5.00 ,BU,168 ,355 ,2018/03
ADX6802296,6-ON MULTI FIREBALL,$4.88 ,MULTI,170 ,272 ,2018/02
ADX6812050,BKGL CROSS CHOKER,$7.88 ,GLBK,170 ,569 ,2018/02
ADX6407087,SILVER PEARL NE SET,$9.88 ,CRYSTA,171 ,527 ,2018/02
ADX0080049,BLUSH MIX SHORT,$5.00 ,BU,172 ,375 ,2018/03
ADX0080031,GREY DRUZY CHOKER,$5.00 ,GY,174 ,343 ,2018/03
ADX6800438,RG 3 FIREBALL DROP,$2.88 ,PEACH,174 ,227 ,2018/02
ADX0080042,NATRL CIR STONE COIL,$5.00 ,NT,178 ,400 ,2018/03
ADX0080034,BLUSH DRUZY CHOKER,$5.00 ,BU,179 ,466 ,2018/02
ADX0080051,BLUSH LAYER SHORT,$5.00 ,BU,179 ,453 ,2018/02
ADX0080032,TURQ DRUZY CHOKER,$5.00 ,TQ,180 ,349 ,2018/03
ADX0080040,NATURAL STONE COIL,$5.00 ,NT,180 ,440 ,2018/02
ADX0080059,TURQ LONG PENDANT,$5.00 ,TQ,181 ,382 ,2018/03
ADX6800456,RG CIRCLE WITH LINE,$2.88 ,RSGOLD,181 ,383 ,2018/03
ADX0080015,TQ W/SEMI CIR DROP,$4.00 ,TQ,185 ,387 ,2018/03
ADX6812037,SL CRY 3LAYER SOCIAL,$9.88 ,SLCC,185 ,400 ,2018/03
ADX0080063,NATURAL LONG 3 LAYER,$5.00 ,NT,186 ,367 ,2018/02
ADX0080016,BLUSH W/BOTTOM BEAD,$4.00 ,BU,188 ,432 ,2018/03
ADX0080009,WHITE TEARDROP,$4.00 ,WH,189 ,382 ,2018/02
ADX0080009,WHITE TEARDROP,$4.00 ,WH,189 ,427 ,2018/03
ADX0080062,BLUSH LONG LAYER,$5.00 ,BU,189 ,404 ,2018/03
ADX0080052,NATURAL W/GOLD SHORT,$5.00 ,NT,193 ,360 ,2018/03
ADX0080014,TURQ DRUZY,$4.00 ,TQ,195 ,483 ,2018/02
ADX0080044,GREY STONE SHORT,$5.00 ,GY,198 ,409 ,2018/03
ADX0080046,TURQ 5 DROP SHORT,$5.00 ,TQ,201 ,464 ,2018/02
ADX0080012,BLACK CIRCLE DRUZY,$4.00 ,BK,202 ,497 ,2018/02
ADX0080017,CIRCLE W/BLUSH DROP,$4.00 ,BU,206 ,445 ,2018/03
ADX6407035,3PC STONE STRETCH,$7.88 ,CRYSTA,207 ,474 ,2018/03
ADX0080024,GREY/BLUE STRETCH,$5.00 ,GY,211 ,492 ,2018/02
ADX6802292,2PK SL/GL FIREBALL,$4.88 ,MULTI,211 ,304 ,2018/02
ADX0080045,GREY/GLD STONE SHORT,$5.00 ,GY,212 ,472 ,2018/02
ADX0080002,GREY DRUZY,$4.00 ,GY,213 ,482 ,2018/02
ADX0080021,BK LEATHER W/DRUZY,$5.00 ,BKWH,215 ,426 ,2018/03
ADX0080037,GREY CIR STONE COIL,$5.00 ,GY,215 ,475 ,2018/03
ADX0080048,TURQ SPIKE SHORT,$5.00 ,TQ,215 ,519 ,2018/02
ADX0080040,NATURAL STONE COIL,$5.00 ,NT,218 ,461 ,2018/03
ADX0080003,BLUE CENTER STONE,$4.00 ,BL,221 ,530 ,2018/02
ADX0080001,BK ROUND W/WH DROP,$4.00 ,BKWH,222 ,540 ,2018/02
ADX6407035,3PC STONE STRETCH,$7.88 ,CRYSTA,222 ,762 ,2018/02
ADX0080041,BLUSH CIR STONE COIL,$5.00 ,BU,226 ,566 ,2018/02
ADX0080022,GREY STRETCH STONE,$5.00 ,GY,227 ,474 ,2018/03
ADX0080056,GREY LONG LAYER,$5.00 ,GY,227 ,471 ,2018/03
ADX0080010,NAT CENTER W/DROP,$4.00 ,NT,228 ,553 ,2018/02
ADX6812012,GOLD PEARL NE SET,$9.88 ,PEARL,228 ,749 ,2018/02
ADX6812014,SNGLE PEARL DROP SET,$7.88 ,SLCR,230 ,574 ,2018/03
ADX0080003,BLUE CENTER STONE,$4.00 ,BL,232 ,542 ,2018/03
ADX0080027,BLUSH STRETCH STONE,$5.00 ,BU,233 ,604 ,2018/02
ADX0080063,NATURAL LONG 3 LAYER,$5.00 ,NT,233 ,510 ,2018/03
ADX6812014,SNGLE PEARL DROP SET,$7.88 ,SLCR,233 ,797 ,2018/02
ADX6802336,GL CIRCLE PENDANT,$4.88 ,RSGOLD,235 ,588 ,2018/03
ADX0080045,GREY/GLD STONE SHORT,$5.00 ,GY,236 ,559 ,2018/03
ADX0080058,TURQ MIX LONG W/TSL,$5.00 ,TQ,237 ,595 ,2018/02
ADX0080028,BLUSH MIX STRETCH,$5.00 ,BU,238 ,598 ,2018/02
ADX0080064,NATURAL Y W/STONES,$5.00 ,NT,241 ,569 ,2018/02
ADX6800453,GL CIRCLE WITH LINE,$2.88 ,GOLD,242 ,545 ,2018/03
ADX0080012,BLACK CIRCLE DRUZY,$4.00 ,BK,243 ,538 ,2018/03
ADX0080034,BLUSH DRUZY CHOKER,$5.00 ,BU,243 ,484 ,2018/03
ADX6407688,CRYSTAL STONE STRETC,$4.88 ,CRYSTA,244 ,635 ,2018/03
ADX0080002,GREY DRUZY,$4.00 ,GY,248 ,545 ,2018/03
ADX0080005,TURQ DROP,$4.00 ,TQ,248 ,657 ,2018/02
ADX0080025,TURQ STRETCH STONE,$5.00 ,TQ,248 ,642 ,2018/02
ADX0080055,GREY STONE LONG,$5.00 ,GY,251 ,623 ,2018/02
ADX0080051,BLUSH LAYER SHORT,$5.00 ,BU,252 ,574 ,2018/03
ADX0080057,MINT STONE LONG,$5.00 ,MN,253 ,630 ,2018/02
ADX0080024,GREY/BLUE STRETCH,$5.00 ,GY,256 ,565 ,2018/03
ADX0080046,TURQ 5 DROP SHORT,$5.00 ,TQ,256 ,550 ,2018/03
ADX0080047,BLUE MIX SHORT,$5.00 ,BL,256 ,678 ,2018/02
ADX0080006,BLUSH CENTER,$4.00 ,BU,257 ,579 ,2018/02
ADX0080041,BLUSH CIR STONE COIL,$5.00 ,BU,262 ,566 ,2018/03
ADX6802333,GL LINEAR BAR NE SET,$4.88 ,GOLD,265 ,637 ,2018/03
ADX0080018,BU ROUND W/BU DROP,$4.00 ,BU,268 ,659 ,2018/02
ADX6800009,PAVE SQUARE EARS,$2.88 ,SLCC,273 ,682 ,2018/03
ADX0080004,TURQ CIRCLE DROP,$4.00 ,TQ,276 ,634 ,2018/02
ADX0080028,BLUSH MIX STRETCH,$5.00 ,BU,277 ,590 ,2018/03
ADX0080054,GREY Y W/STONES,$5.00 ,GY,282 ,745 ,2018/02
ADX0080010,NAT CENTER W/DROP,$4.00 ,NT,283 ,613 ,2018/03
ADX6807123,GLD LAYER NECKLACE,$7.88 ,GOLD,283 ,584 ,2018/03
ADX6812012,GOLD PEARL NE SET,$9.88 ,PEARL,283 ,568 ,2018/03
ADX0080064,NATURAL Y W/STONES,$5.00 ,NT,284 ,665 ,2018/03
ADX0080014,TURQ DRUZY,$4.00 ,TQ,285 ,578 ,2018/03
ADX0080060,BLUSH LONG PENDANT,$5.00 ,BU,285 ,679 ,2018/02
ADX6407688,CRYSTAL STONE STRETC,$4.88 ,CRYSTA,285 ,"1,214 ",2018/02
ADX0080001,BK ROUND W/WH DROP,$4.00 ,BKWH,291 ,640 ,2018/03
ADX6812062,SL CRY SCALLOPED BIB,$9.88 ,CRYST,291 ,605 ,2018/03
ADX0080006,BLUSH CENTER,$4.00 ,BU,296 ,617 ,2018/03
ADX6800468,RG POST W/BAR DROP,$2.88 ,RSGOLD,298 ,660 ,2018/03
ADX0080043,GREY BEAD SHORT,$5.00 ,GY,300 ,677 ,2018/02
ADX0080048,TURQ SPIKE SHORT,$5.00 ,TQ,305 ,667 ,2018/03
ADX6807121,GLD CRY HEART,$2.88 ,CRYST,305 ,606 ,2018/03
ADX0080025,TURQ STRETCH STONE,$5.00 ,TQ,308 ,663 ,2018/03
ADX6807117,SL LAYER NECKLACE,$7.88 ,SILVER,309 ,631 ,2018/03
ADX0080004,TURQ CIRCLE DROP,$4.00 ,TQ,310 ,683 ,2018/03
ADX0080027,BLUSH STRETCH STONE,$5.00 ,BU,320 ,707 ,2018/03
ADX0080047,BLUE MIX SHORT,$5.00 ,BL,320 ,738 ,2018/03
ADX0080058,TURQ MIX LONG W/TSL,$5.00 ,TQ,320 ,727 ,2018/03
ADX0080055,GREY STONE LONG,$5.00 ,GY,324 ,744 ,2018/03
ADX6807122,SL CRY HEART,$2.88 ,CRYST,326 ,667 ,2018/03
ADX6812010,SOCIAL 5 LOOP NE SET,$9.88 ,SLCC,327 ,549 ,2018/03
ADX0080057,MINT STONE LONG,$5.00 ,MN,329 ,785 ,2018/03
ADX0080018,BU ROUND W/BU DROP,$4.00 ,BU,332 ,792 ,2018/03
ADX0080043,GREY BEAD SHORT,$5.00 ,GY,334 ,787 ,2018/03
ADX0080005,TURQ DROP,$4.00 ,TQ,337 ,789 ,2018/03
ADX6812008,SOCIAL SWIRL Y NE SE,$9.88 ,CRYST,338 ,599 ,2018/03
ADX6407046,DECO V NECK&EAR SE,$9.88 ,CRYSTA,340 ,736 ,2018/03
ADX0080007,BLUSH CIRCLE DROP,$4.00 ,BU,348 ,975 ,2018/02
ADX6407051,"""S"" NECK & EAR SET",$9.88 ,CRYST,348 ,786 ,2018/03
ADX0080054,GREY Y W/STONES,$5.00 ,GY,351 ,791 ,2018/03
ADX6800445,SL CIRCLE WITH LINE,$2.88 ,SILVER,351 ,807 ,2018/03
ADX6800007,LARGE FIREBALL STUD,$2.88 ,SLCC,365 ,844 ,2018/03
ADX0080060,BLUSH LONG PENDANT,$5.00 ,BU,367 ,871 ,2018/03
ADX6407051,"""S"" NECK & EAR SET",$9.88 ,CRYST,368 ,"1,306 ",2018/02
ADX6407030,7 ROW CRY STRETCH,$9.88 ,CRYSTA,371 ,799 ,2018/03
ADX0080061,BLUSH STONE LONG,$5.00 ,BU,376 ,957 ,2018/02
ADX6800457,RG HOOP W/3BEADS,$2.88 ,RSGOLD,376 ,847 ,2018/03
ADX6800059,GL CRY RND STUD,$2.88 ,GLCC,382 ,936 ,2018/03
ADX6800095,GL PAVE BEZEL CRY,$2.88 ,GLCC,383 ,870 ,2018/03
ADX6807124,RG LAYER NECKLACE,$7.88 ,RSGOLD,383 ,760 ,2018/03
ADX6812008,SOCIAL SWIRL Y NE SE,$9.88 ,CRYST,403 ,"1,245 ",2018/02
ADX6407003,"42"" PEARL NECK",$9.88 ,NONE,408 ,857 ,2018/03
ADX6812010,SOCIAL 5 LOOP NE SET,$9.88 ,SLCC,422 ,"1,582 ",2018/02
ADX6407030,7 ROW CRY STRETCH,$9.88 ,CRYSTA,433 ,"1,550 ",2018/02
ADX6802186,6PC MIX METAL RINGS,$4.88 ,GLSLRG,439 ,985 ,2018/03
ADX0080061,BLUSH STONE LONG,$5.00 ,BU,442 ,"1,025 ",2018/03
ADX6407003,"42"" PEARL NECK",$9.88 ,NONE,444 ,"1,545 ",2018/02
ADX0080007,BLUSH CIRCLE DROP,$4.00 ,BU,454 ,982 ,2018/03
ADX6800009,PAVE SQUARE EARS,$2.88 ,SLCC,456 ,"2,138 ",2018/02
ADX6407009,PEARL TWIST NECK,$9.88 ,NONE,457 ,"1,086 ",2018/03
ADX6800443,RG HAM TEARDROP HOOP,$2.88 ,RSGOLD,457 ,969 ,2018/03
ADX6812028,HEM ROSE/CRY STONE,$7.88 ,HMPCCC,461 ,"1,442 ",2018/02
ADX6800060,GL BLACK CRY RNDSTUD,$2.88 ,GLJT,462 ,"1,083 ",2018/03
ADX6800466,GL POST W/BAR DROP,$2.88 ,GOLD,463 ,"1,182 ",2018/03
ADX6407009,PEARL TWIST NECK,$9.88 ,NONE,474 ,"1,629 ",2018/02
ADX6407046,DECO V NECK&EAR SE,$9.88 ,CRYSTA,484 ,"1,524 ",2018/02
ADX6812028,HEM ROSE/CRY STONE,$7.88 ,HMPCCC,490 ,"1,213 ",2018/03
ADX6802296,6-ON MULTI FIREBALL,$4.88 ,MULTI,503 ,"1,713 ",2018/03
ADX6802186,6PC MIX METAL RINGS,$4.88 ,GLSLRG,510 ,"1,927 ",2018/02
ADX6802096,3PC GL CRY RING SET,$4.88 ,CRYST,519 ,"2,162 ",2018/02
ADX6802094,6PC GL CRY OPEN RING,$4.88 ,GLCC,530 ,"1,255 ",2018/03
ADX6800095,GL PAVE BEZEL CRY,$2.88 ,GLCC,531 ,"2,040 ",2018/02
ADX6800059,GL CRY RND STUD,$2.88 ,GLCC,534 ,"2,342 ",2018/02
ADX6802267,SILVER TURQ BRACELET,$4.88 ,TURQ,535 ,"1,127 ",2018/03
ADX6800108,GL NAVETTE NEUTRAL,$2.88 ,GLNECC,538 ,"1,329 ",2018/03
ADX6802267,SILVER TURQ BRACELET,$4.88 ,TURQ,541 ,"2,027 ",2018/02
ADX6800007,LARGE FIREBALL STUD,$2.88 ,SLCC,548 ,"2,433 ",2018/02
ADX6802096,3PC GL CRY RING SET,$4.88 ,CRYST,561 ,"1,333 ",2018/03
ADX6800470,GL HAM TEARDROP HOOP,$2.88 ,GOLD,562 ,"1,450 ",2018/03
ADX6800094,GL NAVETTE CRYSTAL,$2.88 ,GLCC,582 ,"1,416 ",2018/03
ADX6802094,6PC GL CRY OPEN RING,$4.88 ,GLCC,599 ,"2,324 ",2018/02
ADX6802093,6PC SIL CRY RING SET,$4.88 ,CRYST,601 ,"2,614 ",2018/02
ADX6802231,4PC GL/PRL RING SET,$4.88 ,MULTI,620 ,"2,559 ",2018/02
ADX6407074,SILVR FIRBALL N/E,$4.88 ,CRYSTA,621 ,"1,617 ",2018/03
ADX6802231,4PC GL/PRL RING SET,$4.88 ,MULTI,635 ,"1,412 ",2018/03
ADX6800060,GL BLACK CRY RNDSTUD,$2.88 ,GLJT,647 ,"2,745 ",2018/02
ADX6800434,SL 3 FIREBALL DROP,$2.88 ,SILVER,650 ,"1,553 ",2018/03
ADX6802090,9-ON ANCHOR/BOW,$4.88 ,CRYST,650 ,"1,506 ",2018/03
ADX6807039,"SILVR SNAKE 18"" NECK",$2.88 ,SL,651 ,"2,385 ",2018/03
ADX6802176,6-ON GLTQ SET -F/B,$4.88 ,TURQ,659 ,"2,901 ",2018/02
ADX6802187,6PC SL/TQ RING SET,$4.88 ,TURQ,666 ,"2,746 ",2018/02
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,666 ,"2,663 ",2018/02
ADX6802090,9-ON ANCHOR/BOW,$4.88 ,CRYST,669 ,"2,883 ",2018/02
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,669 ,"1,972 ",2018/03
ADX6812031,SL CRY NO OTHER LIKE,$4.88 ,SLCC,682 ,"1,673 ",2018/03
ADX6800094,GL NAVETTE CRYSTAL,$2.88 ,GLCC,683 ,"3,177 ",2018/02
ADX6800437,MODERN PEARL STICK,$2.88 ,PEARL,694 ,"1,874 ",2018/03
ADX6407004,3PC PEARL BRACELET,$4.88 ,NONE,699 ,"3,125 ",2018/02
ADX6802187,6PC SL/TQ RING SET,$4.88 ,TURQ,700 ,"1,520 ",2018/03
ADX6802176,6-ON GLTQ SET -F/B,$4.88 ,TURQ,711 ,"1,696 ",2018/03
ADX6802179,6-ON SLBK SET-F/B,$4.88 ,MULTI,714 ,"1,708 ",2018/03
ADX6802206,6-ON PEARL F/B FAN,$4.88 ,PEARL,715 ,"3,084 ",2018/02
ADX6800108,GL NAVETTE NEUTRAL,$2.88 ,GLNECC,723 ,"3,058 ",2018/02
ADX6813002,SL CRYSTAL COMB,$4.88 ,SLCC,731 ,"2,954 ",2018/02
ADX6800463,GL BOHEMIAN HOOP,$2.88 ,GOLDOX,733 ,"2,046 ",2018/03
ADX6809036,5-ON RG GRADIANT,$4.88 ,CZ,734 ,"1,792 ",2018/03
ADX6812052,PEARL WEB CHOKER SET,$7.88 ,PEARL,736 ,"1,562 ",2018/03
ADX6407004,3PC PEARL BRACELET,$4.88 ,NONE,739 ,"2,104 ",2018/03
ADX6800089,GOLD TXT DISK KITE,$2.88 ,GL,740 ,"1,977 ",2018/03
ADX6802178,6-ON GOLD SET -F/B,$4.88 ,MULTI,755 ,"1,826 ",2018/03
ADX6802093,6PC SIL CRY RING SET,$4.88 ,CRYST,759 ,"2,067 ",2018/03
ADX6800164,GL BLK CENTER STONE,$2.88 ,BLACK,762 ,"1,959 ",2018/03
